id,product,producer,vendor,price,validFrom,validTo,deliveryDays,publisher,publishDate,offerWebpage
6020,44337,42387,18374,8898,1953-07-19,1962-09-24,2,333,1981-01-14,website
6021,23158,14417,14924,8750.13,1968-02-08,2000-05-10,3,193,1900-10-10,website
6022,119,40624,26630,2677.24,1956-12-17,1917-04-12,1,87,1935-10-06,website
6023,26722,25121,21477,8200.79,1972-08-01,1951-10-30,3,917,1972-07-04,website
6024,21968,49775,14123,4473.14,1925-07-08,1975-02-17,3,594,1957-09-14,website
6025,28353,26710,45715,63.58,1901-03-17,1907-12-03,6,825,1967-03-21,website
6026,29951,3872,47592,8213.33,2002-11-30,1908-05-20,1,233,1993-08-06,website
6027,19507,1010,8940,882.17,1986-07-29,1934-05-20,2,898,1962-06-03,website
6028,21008,6779,47175,5092.07,1919-06-09,1915-01-24,4,102,1990-03-16,website
6029,21261,34111,45392,4458.11,1932-07-10,1992-11-26,6,6,1902-10-26,website
6030,31531,20722,47702,8097.24,1950-05-20,1983-08-19,5,687,1932-11-26,website
6031,7856,16334,15685,4670.76,2015-05-30,1903-09-26,1,804,1919-01-26,website
6032,14133,45841,14302,5054.24,2005-12-02,1941-08-30,3,36,1992-08-03,website
6033,34498,21227,34673,8515.39,1912-11-15,1930-10-16,3,107,1987-08-15,website
6034,37844,18565,40506,2992.09,1942-05-17,1930-02-14,3,963,1979-07-27,website
6035,24318,2637,16776,1021.15,1967-07-10,2005-11-25,7,25,1959-06-14,website
6036,18504,33303,36421,4149.01,1926-01-24,1917-11-29,5,775,1963-02-21,website
6037,24788,1401,4212,3233.22,2011-08-08,1900-01-08,6,292,1971-03-17,website
6038,12470,24712,23705,5249.87,1903-11-17,1945-07-03,3,43,2014-12-30,website
6039,10418,25361,20113,8262.54,1938-08-24,1987-02-04,2,544,1968-05-14,website
6040,46852,41786,28553,2703.36,2016-05-16,1968-09-01,4,326,1963-09-12,website
6041,4382,33301,38284,9020.21,1932-10-28,1999-07-12,5,772,1914-01-08,website
6042,11421,13244,44253,5452.06,2004-02-06,1990-09-03,1,361,1956-07-13,website
6043,34896,36657,10600,8201.33,1923-10-09,1921-09-05,1,758,1955-10-18,website
6044,2791,43490,6986,6948.99,1921-05-16,1989-01-17,7,25,1933-05-22,website
6045,33652,44396,43944,2870.59,2012-09-25,1974-11-23,6,243,1937-11-18,website
6046,31112,29199,23765,1757.55,1932-02-08,1973-07-19,7,632,1950-06-14,website
6047,28262,41441,33936,6706.51,2001-10-22,1941-02-15,5,108,1916-07-12,website
6048,44592,1349,25649,5175.28,1935-03-15,1991-01-26,3,443,1961-07-10,website
6049,36673,42643,15398,523.36,1934-08-28,1920-07-28,4,61,1955-12-22,website
6050,18179,26032,44519,696.34,1985-05-24,1978-05-27,3,157,1927-11-29,website
6051,16509,23997,29105,8952.83,1919-01-01,1988-08-02,4,717,1954-07-08,website
6052,48758,37565,28653,3547.05,1970-05-07,1979-08-13,5,858,2015-09-08,website
6053,26611,36699,39609,5489.78,1961-07-29,1962-10-07,5,158,1967-08-12,website
6054,25495,37406,2599,4310.58,1971-01-20,1913-02-01,7,888,1964-08-31,website
6055,48278,48596,28252,7658.56,1918-03-17,1938-06-15,4,257,1905-02-27,website
6056,28891,37653,43305,287.4,2007-01-21,1949-08-02,5,63,1966-07-18,website
6057,44314,46163,37310,1703.73,1923-11-04,1990-07-17,1,464,1925-07-15,website
6058,2556,13302,24706,8763.32,1900-01-19,1965-04-19,2,140,1945-02-20,website
6059,33145,25528,27814,301.84,1912-07-26,1958-01-25,2,899,1954-07-22,website
6060,34514,17173,42916,2979.58,1922-11-21,1917-05-24,7,208,1961-06-27,website
6061,8790,24413,9534,1969.53,1989-05-27,1989-08-06,5,293,1913-05-13,website
6062,42168,33800,19859,5379.57,2010-02-18,1984-07-20,7,945,2014-05-30,website
6063,38520,37770,21665,8604.23,1961-12-25,1949-08-24,2,560,1902-05-24,website
6064,7696,49021,3321,4621.53,1938-07-14,1996-04-23,3,89,1920-12-27,website
6065,29237,42031,21010,3872.06,1947-02-26,1931-09-23,1,963,1994-05-02,website
6066,27546,11969,38528,8953.56,1959-11-23,1907-04-13,7,137,1971-10-04,website
6067,49929,33082,15534,9668.24,1962-09-24,1950-07-30,1,629,1976-11-23,website
6068,21293,22446,23906,8390.71,1918-10-13,1980-01-31,2,336,2015-03-21,website
6069,37528,32910,2638,210.49,1955-04-24,1968-04-23,4,985,1945-07-10,website
6070,20953,31666,45565,928.64,1946-04-17,2010-01-15,5,635,1940-01-13,website
6071,20267,42032,42764,4238.9,1924-06-22,1960-12-29,2,427,1936-10-06,website
6072,49325,41838,11060,3814.4,1934-03-29,1921-10-24,4,802,1904-11-24,website
6073,47831,8624,20391,9936.42,2008-05-12,1985-04-07,7,434,1997-01-10,website
6074,29711,18643,4065,2667.24,1954-06-23,1985-05-27,7,390,1977-03-02,website
6075,26242,47113,41113,7809.1,1953-06-12,1900-04-22,7,671,1992-11-22,website
6076,11064,43217,3582,5273.61,2019-01-31,1939-03-18,2,487,1984-12-28,website
6077,44030,48399,41109,402.61,1915-02-07,1940-03-08,4,430,1948-11-16,website
6078,36084,32410,49367,2162.66,1945-09-15,1905-12-19,5,760,1934-02-10,website
6079,14738,31566,27609,3567.6,1907-01-10,1927-10-30,4,492,1901-12-04,website
6080,43261,13660,29651,2092.89,2010-07-18,1968-05-04,5,614,1979-08-04,website
6081,28250,41938,45024,3758.17,1915-11-10,2001-06-30,1,792,1910-03-22,website
6082,17746,10566,5100,1213.88,2005-03-03,1996-07-12,5,1000,1940-04-11,website
6083,14913,36194,32514,249.76,1982-12-16,1950-11-25,3,178,1911-02-01,website
6084,43392,31080,26106,5231.36,1926-03-30,1954-01-01,1,674,1901-11-01,website
6085,16393,49947,44883,9017.5,1921-07-31,2013-03-31,5,769,1901-09-24,website
6086,37129,44919,32199,3376.7,2016-05-06,1999-06-04,7,663,1937-07-05,website
6087,27245,27275,41055,3537.33,1969-03-01,2011-03-14,5,122,1994-08-24,website
6088,19663,8658,22350,6239.94,1959-10-16,2019-05-01,7,20,1999-04-23,website
6089,39847,47687,44631,4047.42,2018-11-19,1963-04-26,1,351,1931-10-19,website
6090,32877,26752,22538,6276.4,1969-12-03,1935-05-13,4,235,1950-07-30,website
6091,13096,45056,9672,774.56,2003-02-10,1932-02-28,3,708,1914-06-15,website
6092,24318,45650,5549,7118.87,1957-04-06,1903-02-19,1,582,2009-01-14,website
6093,34790,28787,18814,7789.05,1931-07-19,1993-05-05,6,396,1966-09-02,website
6094,11617,39483,27306,1545.29,1939-12-28,1918-07-09,4,183,1904-08-12,website
6095,19283,24030,15500,5344.22,1993-12-06,1920-03-17,1,885,1973-08-23,website
6096,12014,29692,19616,2313.47,2011-08-19,1938-12-21,4,458,2000-03-08,website
6097,24396,35743,13420,5555.14,1910-04-09,1912-11-24,5,335,1931-05-25,website
6098,40541,1503,38188,9007.41,1973-04-11,2006-05-16,3,70,1975-04-23,website
6099,46747,12258,28962,1273.13,1918-07-31,1942-05-24,7,545,1975-05-15,website
6100,3321,5655,40849,258.47,1910-09-08,1938-03-07,2,673,1974-04-02,website
6101,7630,33468,24331,6978.42,2004-02-25,2019-01-29,1,660,1925-10-02,website
6102,27625,45303,43401,5970.79,1995-06-06,1966-07-08,6,532,1986-06-16,website
6103,10061,41226,20689,891.94,1942-12-20,1932-12-22,5,480,1905-12-01,website
6104,36462,4822,4143,2451.77,2018-08-22,1945-10-12,7,122,2019-08-26,website
6105,37372,5350,35598,330.12,2000-10-27,2002-01-31,2,182,1914-02-15,website
6106,3017,31905,35698,8450.58,1990-10-15,1944-03-11,4,918,1962-04-01,website
6107,45793,13091,20049,6893.39,1933-11-30,1994-02-14,5,178,2013-03-28,website
6108,24438,28612,12080,2778.8,1940-12-04,2008-03-19,6,195,2017-09-19,website
6109,7578,35198,35218,9223,1927-03-01,1935-03-16,7,649,1931-06-03,website
6110,44687,33122,36072,6077.58,1996-03-31,1960-04-23,2,277,1956-08-17,website
6111,44045,26622,12097,1265.81,1945-12-15,1977-02-07,1,408,1944-02-08,website
6112,14964,42568,48448,6956.05,2008-01-11,1999-06-09,2,137,1999-01-18,website
6113,13672,266,32721,7502.19,1948-02-21,1934-11-30,2,956,2000-04-09,website
6114,26797,41273,15947,367.43,1998-09-01,2011-01-12,1,824,2019-05-27,website
6115,48448,41845,45382,1978.26,1966-08-15,1944-07-21,6,268,1994-03-11,website
6116,20858,43893,39076,9863.05,1998-09-12,2007-11-23,6,526,1902-07-24,website
6117,29186,42941,26738,6351.14,1940-09-30,1985-12-28,6,309,1903-09-17,website
6118,13427,36904,8002,1901.85,1903-09-19,1945-01-01,2,443,2013-12-21,website
6119,5992,17626,5912,1315.07,1989-03-03,1902-01-28,6,274,1966-01-23,website
6120,32694,15852,14796,5102.29,1924-08-01,1913-08-22,4,313,1955-08-22,website
6121,31675,28581,9267,1653.14,1937-11-26,1955-07-08,7,242,1960-10-07,website
6122,26205,49352,42743,9385.31,1920-06-01,1938-03-03,4,161,1991-03-18,website
6123,20867,14179,46468,3433.87,1995-08-07,1997-03-01,7,236,2010-06-23,website
6124,2747,42781,850,4361.73,2003-03-05,1994-01-01,5,191,2000-02-09,website
6125,35730,33227,43305,7149.97,2011-04-11,1983-06-11,5,914,1963-10-02,website
6126,18171,19321,12276,4173.74,1921-07-05,2008-02-05,4,323,1960-12-24,website
6127,10028,44410,20379,831.12,1981-11-03,1947-04-10,1,74,2004-05-07,website
6128,11504,21387,9951,8068.51,1915-07-13,2014-06-04,4,431,1920-03-08,website
6129,40120,5259,43500,4906.12,1996-05-18,1993-06-19,7,477,1988-02-20,website
6130,36584,10930,41119,5648.46,1936-04-15,1942-09-10,7,645,1925-11-06,website
6131,27564,28179,42319,9357.38,2004-12-25,1985-07-01,5,523,2013-04-18,website
6132,28851,37679,39270,9074.93,1976-01-11,1971-12-05,4,830,1947-01-26,website
6133,35563,4727,7501,461.64,1930-11-25,1969-12-28,1,342,1910-09-11,website
6134,12273,29221,6538,3205.87,1933-02-21,1982-07-28,4,340,1973-02-15,website
6135,15355,32940,24662,4420.43,1982-04-27,1917-11-26,7,449,2008-10-24,website
6136,28669,32994,16161,6435.64,1944-11-24,1922-08-13,4,179,1941-11-21,website
6137,11474,39783,39722,4242.72,1916-01-29,1949-12-24,1,865,2009-07-23,website
6138,36732,44822,5759,6716.35,1943-10-07,1969-12-03,2,907,1966-01-29,website
6139,8601,22473,30011,1825.56,1922-05-15,2016-03-16,5,46,1927-06-22,website
6140,22999,1944,27500,1807.37,1918-02-22,1983-02-03,7,402,1983-05-07,website
6141,15324,48941,21539,2252.61,1983-08-24,1933-12-23,6,504,1958-09-20,website
6142,38289,47079,30363,3352.93,1977-06-21,1950-12-28,1,919,1923-11-28,website
6143,34429,5544,24809,6584.32,1994-07-08,1971-10-04,7,661,1963-02-12,website
6144,11087,46864,15740,7949.63,1920-04-10,1932-03-17,1,382,1948-02-07,website
6145,25223,42495,38944,6833.3,1989-04-04,1972-04-11,1,481,2013-03-20,website
6146,26161,36136,9164,3651.98,1904-06-03,1917-03-31,3,266,1927-11-15,website
6147,3594,1958,48884,7240.35,1914-07-13,1939-09-10,7,53,1986-03-23,website
6148,36604,49082,17025,3376.22,1901-10-07,1976-05-27,4,661,1972-02-17,website
6149,12968,40215,15222,2114.13,1987-09-07,1900-06-29,7,650,1929-08-11,website
6150,44050,172,19435,1754.66,2014-11-08,1964-07-09,5,746,1903-05-19,website
6151,25455,14953,42937,8299.98,1959-06-01,1903-06-01,3,221,1902-04-05,website
6152,22713,41843,41813,795.78,1999-05-03,2009-01-04,2,312,1978-02-19,website
6153,26722,37908,3447,6986.14,1994-01-29,1962-09-12,1,679,1919-02-24,website
6154,45764,28551,49051,7610.76,1903-07-19,1946-03-11,3,634,1980-05-14,website
6155,47322,24586,41488,7141.48,1989-05-26,1989-08-08,6,767,2006-09-26,website
6156,5231,41177,46601,7921.66,1905-11-04,1996-02-06,6,693,1905-05-28,website
6157,20479,14258,44248,6549.68,2016-04-20,2019-10-27,1,261,1970-08-30,website
6158,48303,44572,8893,9437.85,2000-05-27,1991-08-05,2,445,2000-10-07,website
6159,41898,21268,40354,3644.74,1970-11-23,1960-10-24,6,503,1952-04-07,website
6160,29172,13312,11776,4296.38,1969-08-15,1933-06-12,7,140,2009-09-10,website
6161,17392,29253,10174,3023.11,1996-03-15,1909-11-13,6,521,1971-10-19,website
6162,42673,40941,38460,4735.66,1950-07-03,1951-02-15,4,620,1903-07-08,website
6163,11055,42603,40243,8113.46,1999-01-30,1904-07-03,7,459,1941-06-07,website
6164,41543,6192,8525,9694.82,1915-04-10,1932-06-20,2,998,1958-05-08,website
6165,18158,15362,4191,9061.58,1955-02-09,1913-06-06,7,110,2003-05-14,website
6166,3743,8028,35882,2523.04,1929-01-27,1998-05-04,3,138,1925-11-07,website
6167,39878,38506,20772,1109.91,1916-10-06,2005-12-23,6,227,1981-09-05,website
6168,45912,26342,48448,1733.7,2016-05-12,1932-07-29,1,543,1909-05-11,website
6169,44102,49103,849,1312.05,1923-09-10,1946-10-15,1,79,1954-05-12,website
6170,1064,3139,21882,620.88,1934-09-10,1954-03-06,3,274,1978-04-01,website
6171,20372,44963,21145,3919.57,1914-08-01,1928-02-25,2,168,1913-01-14,website
6172,9731,33049,9343,8168.16,1963-03-16,2013-09-20,6,349,1972-03-21,website
6173,34017,21208,25065,2402.96,1991-01-28,1921-02-22,1,232,1905-08-04,website
6174,7120,33203,5288,1210.38,1916-10-05,1939-11-16,7,1,1987-09-11,website
6175,6739,39849,19352,1963.66,1974-03-29,1907-01-16,6,192,1996-01-29,website
6176,30632,26345,44127,2213.27,1984-06-26,1938-05-26,3,760,1968-09-24,website
6177,11489,12616,21253,1713.07,2015-01-18,1925-08-21,7,834,2016-01-29,website
6178,625,40309,47677,5160.23,2006-09-02,2004-07-16,7,820,1992-02-07,website
6179,27268,34625,28810,4618.47,1943-10-15,1923-07-09,5,655,2016-07-16,website
6180,24213,23548,25521,4293.79,1955-11-04,1910-04-02,3,774,1960-01-05,website
6181,46448,47277,21472,3401.12,2009-02-11,1991-04-24,3,617,1995-08-15,website
6182,29788,33422,17918,4740.62,1995-12-21,1956-06-16,2,170,1962-12-12,website
6183,8289,23070,6391,3798.32,2000-04-18,1987-03-09,2,649,1981-06-14,website
6184,49514,882,11042,1083.32,1946-10-18,2002-10-18,2,174,1931-04-17,website
6185,31124,37044,5749,3895.75,1947-10-31,1967-08-02,6,992,1997-10-16,website
6186,9350,47531,48972,9509.65,1964-03-26,1989-08-16,7,520,2013-09-07,website
6187,32243,7460,17630,5328.94,2017-01-14,2012-12-15,7,409,1976-12-13,website
6188,44315,19229,16700,9711.27,1990-07-16,1958-10-07,6,947,1947-06-20,website
6189,32440,4395,11297,2917.55,1919-07-01,1977-04-04,5,222,1975-09-17,website
6190,8158,30295,3442,7544.78,2005-08-28,2019-01-06,7,889,1937-12-30,website
6191,34490,43076,23365,8179.18,1949-05-07,1991-01-04,6,329,1900-03-24,website
6192,45586,17830,31429,4259.35,1959-08-26,2009-01-27,3,154,2006-03-27,website
6193,34103,26820,31009,8546.12,1958-05-02,2001-03-29,7,324,1902-05-07,website
6194,20847,49246,39738,3218.1,2001-09-13,1925-02-18,4,167,2013-01-12,website
6195,31957,10425,24366,7000.7,1986-12-06,2009-07-13,3,307,1922-04-23,website
6196,29748,33285,37889,9737.7,1925-12-27,2002-04-10,5,225,1929-01-27,website
6197,43155,26650,37978,9095.68,1923-09-02,1995-11-18,6,44,1942-03-07,website
6198,4377,30025,519,3118.32,1994-04-13,2008-10-07,1,462,1907-04-15,website
6199,37958,45540,44980,3672.39,1942-06-24,1957-10-14,7,818,1947-03-30,website
6200,378,43283,29761,6632.54,1953-04-19,2001-09-04,3,326,1926-08-06,website
6201,13761,17552,15669,2283.47,1953-06-20,2001-10-09,1,682,1930-06-27,website
6202,44210,22033,6264,2711.63,2003-03-15,2019-03-16,2,968,1967-04-23,website
6203,47568,21596,12541,1333.3,1980-03-17,1925-03-14,1,639,2001-04-21,website
6204,23590,14187,9906,4741.39,1905-06-19,1924-10-20,3,265,1968-10-27,website
6205,19587,35374,17871,7875.76,2016-10-03,1927-02-09,2,143,1943-10-24,website
6206,19528,32258,14668,2439.41,1910-03-28,1974-11-27,6,23,1994-02-15,website
6207,21413,39093,26202,8222.46,2000-02-29,1911-02-02,1,761,1929-12-04,website
6208,2369,2407,14987,6617.32,2010-02-25,2006-03-13,7,56,1951-03-04,website
6209,36717,43664,20264,2678.63,1994-10-16,1902-02-02,2,489,1938-04-20,website
6210,18112,26457,43665,3637.23,1982-01-30,1981-01-17,7,710,2018-07-15,website
6211,21662,20117,34442,9104.42,1956-02-01,1958-10-27,3,270,1995-07-29,website
6212,40745,2256,5277,3060.73,2012-12-17,1908-07-31,7,882,1989-03-25,website
6213,23102,34523,1064,7637.11,1917-07-31,1918-10-12,3,888,1946-02-07,website
6214,30398,9044,24158,4526.96,1999-05-14,1945-08-11,5,796,1922-11-14,website
6215,30324,47327,26963,9563.28,1918-07-29,1987-08-17,3,204,2016-02-14,website
6216,47184,41026,47588,2034.54,1962-08-08,1952-06-08,6,16,1966-02-10,website
6217,19026,45560,3322,7628.3,1911-07-27,1952-12-26,6,955,1915-12-03,website
6218,16493,39299,12182,8308.52,1963-06-27,1996-04-21,6,933,1931-01-14,website
6219,34928,31309,18723,8410.62,1954-03-28,2003-11-21,3,235,1942-02-23,website
6220,1070,34145,6658,9370.66,2017-01-19,2009-12-10,3,442,1910-12-13,website
6221,18383,16276,12414,3196.77,1970-03-21,1962-05-02,5,881,1981-04-04,website
6222,15603,20984,44523,6550.03,1980-09-12,2009-04-15,2,906,2011-03-08,website
6223,46755,18590,44469,8715.79,2018-04-12,2010-01-03,1,599,1934-04-30,website
6224,4375,2785,7726,7873.12,1929-08-05,1915-09-10,3,235,1992-03-28,website
6225,24235,25736,22743,4080.41,1939-12-01,1978-02-18,6,354,1917-09-21,website
6226,8559,22606,33166,4931.37,1961-11-13,1999-06-11,7,773,1966-02-17,website
6227,31104,7852,40964,9256.84,1979-08-14,2007-12-20,1,548,1935-02-28,website
6228,30344,10424,39591,5932.43,1987-03-20,1914-11-17,4,148,1996-11-04,website
6229,12163,35641,31877,7685.12,1903-11-06,1918-04-06,2,434,1970-06-06,website
6230,17484,21511,597,6151.63,1967-08-27,1955-08-28,3,408,1930-11-02,website
6231,29360,25098,9282,1040.09,1940-06-07,1954-12-19,6,573,1931-03-05,website
6232,5363,951,19277,1453.65,1935-12-04,1925-06-14,1,158,2004-12-13,website
6233,40554,2510,24268,1226.2,2013-04-14,1957-03-25,3,482,2004-02-19,website
6234,17750,6619,37700,742.1,2006-05-18,1941-05-21,3,782,1987-09-13,website
6235,42573,22951,47134,9009.49,1930-07-01,1989-01-03,4,288,1969-08-26,website
6236,5723,8008,44559,289.31,1972-11-27,1932-11-10,3,398,1949-02-12,website
6237,47114,14032,9347,255.32,1938-07-07,1930-01-23,7,958,1971-07-12,website
6238,28046,19105,38296,8117.7,2003-01-22,1969-09-30,4,153,1917-04-24,website
6239,11245,45971,19163,8415.16,1924-12-31,1954-05-01,2,533,1954-08-11,website
6240,43859,17571,32228,1363.26,1938-12-02,1980-04-04,2,876,2017-11-24,website
6241,2556,25892,11807,3286.62,1983-07-05,1991-01-06,4,663,1987-03-15,website
6242,18790,5773,45123,752.55,1917-01-05,1952-05-16,3,827,1953-04-26,website
6243,37620,14906,30953,5938.03,1942-01-17,1976-11-24,2,283,1979-10-09,website
6244,49698,14202,36357,6697.22,1922-06-19,1989-05-20,7,152,1906-03-13,website
6245,36074,42813,43853,7321.65,1914-12-17,1987-08-18,7,499,2002-02-25,website
6246,9170,3999,14511,7397.11,1948-12-03,2001-10-22,3,450,1940-08-27,website
6247,40689,36265,24549,2502.99,2002-07-23,1950-08-13,5,437,1964-08-25,website
6248,44480,3710,37924,7647.31,1912-05-05,2003-07-18,6,789,1914-01-13,website
6249,2147,36773,43735,3684.37,1938-12-14,1935-10-24,4,547,1949-08-18,website
6250,11339,49217,12813,7206.61,1931-05-31,1922-11-10,1,992,1919-12-08,website
6251,26963,44560,39694,2517.15,1904-01-21,1902-10-15,4,895,2006-05-19,website
6252,28472,8999,854,173.25,1976-05-10,1957-11-16,6,814,1915-09-13,website
6253,32313,8866,28221,4752.48,1978-07-04,1917-11-28,4,884,1930-03-29,website
6254,19558,40173,45213,8430.01,1989-01-21,1933-01-15,4,648,1971-04-16,website
6255,13155,38547,16513,3980.15,2010-11-19,1911-12-01,3,94,1917-02-19,website
6256,721,49814,5493,8271.07,1916-05-09,1905-01-25,5,433,1969-12-12,website
6257,41778,32023,15672,5125.19,2017-05-26,2002-03-07,2,632,1921-11-06,website
6258,11871,42325,12985,7082.83,1949-02-06,2001-05-13,3,502,1991-02-23,website
6259,18089,35942,942,7463.23,1905-11-15,1914-09-27,2,275,1913-10-17,website
6260,40143,37595,18093,6172.5,1998-01-03,1906-10-25,5,767,1940-10-10,website
6261,8722,7018,21796,5717.91,1950-01-23,2011-06-10,5,995,1977-01-02,website
6262,4667,20148,32487,1393,1935-01-15,1990-04-09,5,650,2010-03-14,website
6263,14973,21625,7988,2444.46,2016-01-08,2012-03-25,7,276,1906-02-24,website
6264,17057,18935,4387,9359.61,1951-10-23,1948-12-07,5,810,2012-09-04,website
6265,5511,16547,9326,7422.49,1963-08-07,1932-11-08,7,669,1919-04-30,website
6266,45416,463,11043,7521.63,1949-01-14,1919-01-18,1,330,1933-11-21,website
6267,23208,3842,24778,47.23,1927-05-21,2013-07-14,2,985,1915-04-07,website
6268,6861,8463,26722,4911.09,1949-08-30,1997-08-31,4,19,1912-12-23,website
6269,19980,13082,7582,5573.74,1921-03-04,1950-07-14,5,158,1948-08-09,website
6270,10109,4082,28504,9012.83,1990-01-28,1901-06-06,7,189,1930-12-13,website
6271,643,4789,44923,9915.65,1966-12-23,1980-05-16,5,736,1993-01-31,website
6272,31863,40652,21839,675.63,2008-11-03,1947-07-10,6,256,2019-06-05,website
6273,47252,17981,8394,163.89,2015-11-22,1918-01-17,2,141,1959-03-06,website
6274,49538,26439,3964,2892.86,1963-10-26,1941-01-08,6,850,2017-04-05,website
6275,25469,43597,41332,8075.54,1996-05-09,1973-03-03,7,991,1964-06-25,website
6276,28328,23103,9547,8936.25,1947-04-24,1919-06-15,1,340,1950-10-18,website
6277,17648,6620,19611,6659.83,1980-05-31,1925-04-29,5,669,1956-05-23,website
6278,35426,29678,22354,4300.06,1991-03-04,1954-01-08,6,377,1965-02-28,website
6279,25526,15609,23093,9830.74,1995-01-08,1991-01-27,7,38,1986-11-19,website
6280,30700,22514,18754,7851.97,1957-01-05,1912-07-11,4,212,1963-06-21,website
6281,22902,5019,47760,2251.53,1971-01-15,1969-07-06,6,415,2009-05-16,website
6282,1346,5872,41179,8045.54,1943-11-22,2013-02-13,4,607,1974-02-17,website
6283,7547,43694,40353,6374.54,1909-12-13,1971-11-09,1,817,2014-01-07,website
6284,21546,23623,22633,5007.59,1917-03-20,1964-05-22,1,719,1955-07-22,website
6285,14091,27626,30748,7390.6,1975-09-05,1946-07-07,2,11,1903-03-07,website
6286,2639,34812,26933,2576.5,1951-09-30,1931-09-21,1,352,1903-08-14,website
6287,15121,39211,30361,7630.96,1972-05-19,2004-03-07,4,854,2000-10-24,website
6288,10184,27179,8371,7275.4,1905-06-06,1913-02-07,5,50,1923-04-29,website
6289,25511,23094,36388,1682.39,1940-10-15,2017-05-25,7,632,1924-07-22,website
6290,45498,36917,21538,4364.09,1911-05-02,1983-04-05,2,69,1974-10-28,website
6291,20055,6308,13203,2068.22,1908-05-02,1930-05-16,7,639,1993-11-19,website
6292,11297,41411,18955,2332.22,1903-01-05,1951-12-24,7,977,1907-04-01,website
6293,23436,38327,36656,8280.36,1924-11-26,2003-07-09,7,504,1930-05-17,website
6294,12145,42234,21918,3596.55,1959-09-04,1912-06-16,1,413,1956-01-15,website
6295,38443,5464,29603,885.78,1968-03-10,1979-01-25,7,655,1940-07-22,website
6296,45251,4373,8009,4938.13,1982-04-05,1908-01-15,2,742,1911-06-17,website
6297,14056,45531,25828,4529.37,1944-06-30,1943-05-27,7,847,1944-03-12,website
6298,24606,5961,29273,8169.36,1948-01-16,1909-02-22,4,11,1919-02-28,website
6299,13740,36471,28084,1297.93,1981-02-09,1990-07-27,2,623,1968-12-29,website
6300,34177,17858,31513,7221.38,1970-09-13,2008-03-10,6,650,2000-05-03,website
6301,14825,36027,706,6909.94,1954-01-29,1956-10-17,2,967,1986-03-22,website
6302,5824,13683,9050,326.94,1905-01-17,2016-12-11,1,641,1958-09-27,website
6303,27214,31884,37117,1728.57,1935-07-17,1914-06-14,3,720,1956-11-03,website
6304,13207,43690,12166,7249.27,1900-05-30,1960-02-27,2,311,1917-04-01,website
6305,36289,40675,9112,4152.18,1975-09-07,1917-01-20,5,935,1989-11-02,website
6306,8311,25609,44707,222.46,1977-11-11,2001-01-05,1,638,1918-12-12,website
6307,48082,18679,29726,3354.58,1987-05-17,1982-11-10,6,399,2015-04-08,website
6308,22938,46127,27964,8864.31,1920-09-06,2013-04-03,2,100,1901-07-27,website
6309,36644,41415,6123,6189.22,2003-12-24,2017-09-11,6,476,1976-08-24,website
6310,44084,28847,24665,5848.71,1904-05-26,1949-05-28,4,604,1974-12-04,website
6311,6721,4998,48907,200.41,1983-05-06,1945-03-04,7,104,2000-07-03,website
6312,49362,28784,40810,7359.07,1979-05-31,1988-11-05,1,4,1972-08-07,website
6313,12232,43207,34463,8191.81,2015-01-01,1923-01-19,3,556,2006-05-20,website
6314,36350,29106,30696,1395.4,1902-03-20,1923-07-04,1,950,1933-03-24,website
6315,14383,639,22505,9484.11,1905-11-04,1927-12-19,3,849,1946-04-24,website
6316,28271,22844,27819,9865.4,1927-05-11,1972-09-23,4,958,1911-05-17,website
6317,8761,20419,39080,9143.68,1981-07-16,1995-12-09,4,927,1985-03-20,website
6318,48153,48289,42966,8948.97,1945-01-25,1956-11-16,5,165,1904-04-03,website
6319,25987,21855,28640,9488.16,1997-03-13,1934-03-19,7,846,1985-05-09,website
6320,34899,1966,8267,1301.93,1953-07-01,2010-04-16,4,224,2019-06-17,website
6321,10227,45442,22304,8857.28,1903-11-17,1921-04-10,3,689,1920-04-18,website
6322,14591,36466,44046,3746.45,1911-04-07,1919-06-05,3,345,1901-11-12,website
6323,17529,22088,36077,4399.13,1994-12-12,1991-12-23,6,176,1996-09-08,website
6324,49592,18150,23220,5892.54,1909-02-15,1964-05-11,3,253,1979-10-01,website
6325,37807,17140,41005,9631.11,1953-09-19,1989-12-06,2,366,1974-05-02,website
6326,6274,1671,8258,9550.8,1992-07-18,2008-07-21,1,558,1943-09-22,website
6327,29059,32750,14695,2656.65,1973-08-31,2009-10-12,2,403,1960-03-19,website
6328,30539,31982,27182,6322.84,1955-06-11,1982-10-02,1,686,1919-07-28,website
6329,44808,32334,23012,9108.02,1946-11-15,1903-09-16,5,615,1991-02-04,website
6330,17014,49981,49692,5231.44,1944-07-08,1994-02-26,5,341,1984-01-18,website
6331,31987,34972,15685,6884.21,1983-07-09,1976-05-02,6,149,2015-11-24,website
6332,26950,49821,48548,4324.29,1993-10-30,1972-02-18,5,650,1936-09-15,website
6333,1160,26401,6368,2424.95,1916-10-27,1922-09-06,4,753,1909-12-09,website
6334,9897,37820,44642,5095.3,1916-12-26,1991-11-19,6,596,2003-10-27,website
6335,18587,32784,20840,4828.31,1953-07-04,1900-10-04,5,306,2005-09-01,website
6336,35838,48350,6258,6558.98,1960-11-18,1953-06-28,1,3,1995-10-25,website
6337,37094,26691,38743,9745.6,1937-01-31,2018-07-16,3,368,1956-03-11,website
